rank,name,elo,peak_elo,peak_date,fights,last_fight,elo_vs_peak
2378,Steve Kennedy,1452.58,1474.08,2015-06-20,2,2015-11-14,-21.5
2379,Dave Menne,1452.49,1538.5,2001-09-28,6,2006-12-13,-86.01
2380,Matt Van Buren,1452.42,1477.0,2014-07-06,2,2015-01-18,-24.58
2381,Daniel Jolly,1452.23,1477.0,2015-08-23,2,2017-02-04,-24.77
2382,Yohan Lainesse,1452.23,1495.45,2022-09-10,4,2024-01-20,-43.22
2383,Ross Pointon,1452.07,1477.0,2006-06-24,2,2007-01-25,-24.93
2384,Boston Salmon,1451.97,1475.06,2019-04-13,2,2019-10-18,-23.1
2385,David Mitchell,1451.92,1483.84,2013-01-26,5,2013-10-09,-31.92
2386,Jimmy Flick,1451.85,1523.0,2020-12-19,6,2025-04-26,-71.15
2387,Antonio Dos Santos,1451.78,1474.27,2014-12-20,2,2015-06-20,-22.49
2388,Rachael Ostovich,1451.73,1523.0,2017-12-01,4,2020-11-28,-71.27
2389,Gadzhimurad Antigulov,1451.61,1547.38,2017-05-13,6,2020-10-17,-95.77
2390,Roldan Sangcha'an,1451.58,1476.06,2014-06-28,2,2015-05-16,-24.49
2391,Jessica-Rose Clark,1451.54,1538.7,2018-01-14,9,2023-05-13,-87.16
2392,Nate Mohr,1451.46,1501.15,2007-06-12,4,2009-01-17,-49.69
2393,Charles Byrd,1451.4,1523.0,2018-03-17,4,2020-06-06,-71.6
2394,Maheshate,1451.39,1523.45,2022-06-11,6,2025-08-23,-72.06
2395,Randy Costa,1451.38,1518.65,2020-09-19,6,2022-10-01,-67.27
2396,Liana Jojua,1451.04,1496.79,2020-07-15,4,2021-11-13,-45.75
2397,James Irvin,1451.02,1507.24,2008-04-02,10,2010-08-01,-56.23
2398,Charalampos Grigoriou,1451.0,1475.93,2024-03-16,2,2024-08-10,-24.93
2399,Jamie Varner,1450.91,1535.54,2012-12-29,9,2014-12-13,-84.63
2400,Cody Donovan,1450.81,1520.94,2012-12-14,4,2014-07-19,-70.12
2401,Marcin Prachnio,1450.79,1494.67,2024-02-10,11,2025-07-19,-43.88
2402,Henrique da Silva,1450.78,1545.81,2016-10-01,6,2017-09-22,-95.03
2403,Herbert Burns,1450.73,1548.31,2020-06-06,6,2024-08-17,-97.58
2404,Mitch Clarke,1450.72,1511.68,2014-05-24,7,2017-09-09,-60.96
2405,Jenel Lausa,1450.39,1520.33,2016-11-26,4,2018-06-23,-69.94
2406,SeungWoo Choi,1450.34,1526.57,2021-06-19,11,2025-03-15,-76.23
2407,Jason Miller,1450.1,1480.36,2005-04-16,3,2012-05-26,-30.26
2408,Kyle Bochniak,1449.96,1506.27,2018-01-20,7,2019-10-18,-56.3
2409,Eric Schafer,1449.92,1525.68,2009-01-17,9,2012-01-20,-75.76
2410,Charles Rosa,1449.9,1515.74,2020-06-13,13,2022-07-23,-65.85
2411,Daniel Frunza,1449.84,1468.66,2025-04-05,2,2025-11-01,-18.81
2412,Alvaro Herrera Mendoza,1449.67,1523.0,2015-11-21,4,2018-07-28,-73.33
2413,Polyana Viana,1449.63,1523.0,2018-02-03,11,2025-04-26,-73.37
2414,CJ Vergara,1449.59,1515.57,2023-07-29,8,2025-03-29,-65.98
2415,Miranda Granger,1449.54,1520.0,2019-08-03,4,2022-08-06,-70.46
2416,Lina Lansberg,1449.51,1522.95,2019-09-28,11,2023-02-18,-73.44
2417,Tafon Nchukwi,1449.42,1522.0,2020-12-19,6,2023-08-12,-72.58
2418,Dominic Waters,1449.31,1479.82,2015-07-12,3,2016-05-08,-30.51
2419,Emily Whitmire,1449.31,1525.93,2019-02-17,6,2021-09-18,-76.62
2420,Trevin Jones,1449.31,1525.25,2021-03-06,6,2023-03-04,-75.94
2421,Cody East,1449.26,1471.6,2016-04-23,2,2016-10-01,-22.35
2422,Jason Gilliam,1449.13,1475.18,2007-03-03,2,2007-07-07,-26.05
2423,Kamal Shalorus,1448.97,1488.2,2011-03-19,3,2012-05-15,-39.22
2424,Takashi Sato,1448.94,1526.37,2020-06-27,7,2023-05-20,-77.44
2425,Assuerio Silva,1448.57,1482.1,2006-01-16,3,2007-04-21,-33.53
2426,Dominique Steele,1448.56,1503.72,2015-11-28,5,2017-06-10,-55.15
2427,Hector Lombard,1448.33,1561.35,2014-03-15,12,2018-09-22,-113.02
2428,Don'Tale Mayes,1448.31,1513.57,2024-04-27,12,2025-05-03,-65.26
2429,Pete Sell,1448.27,1522.02,2005-02-05,7,2009-03-07,-73.76
2430,Ricky Turcios,1448.23,1519.0,2021-08-28,6,2026-03-07,-70.77
2431,Cody Durden,1447.86,1560.52,2023-08-05,15,2026-03-07,-112.67
2432,Salim Touahri,1447.63,1481.82,2017-10-21,3,2019-08-03,-34.19
2433,Tra Telligman,1447.57,1504.04,1997-12-21,5,2005-08-20,-56.48
2434,Kevin Croom,1447.46,1500.0,2020-09-12,4,2022-04-16,-52.54
2435,Tim Hague,1447.34,1524.87,2009-05-23,5,2011-01-22,-77.53
2436,Alessio Di Chirico,1447.18,1519.27,2018-07-06,11,2022-09-03,-72.09
2437,Gilbert Melendez,1446.86,1525.37,2013-10-19,7,2019-07-06,-78.51
2438,Hannah Goldy,1446.63,1482.65,2021-09-18,5,2023-09-23,-36.02
2439,Dave Herman,1446.52,1523.0,2011-06-11,5,2013-07-06,-76.48
2440,Gilbert Yvel,1445.91,1482.8,2010-01-02,3,2010-10-23,-36.88
2441,Mike Massenzio,1445.8,1524.58,2008-09-17,7,2012-05-05,-78.78
2442,Junior Tafa,1445.77,1505.75,2023-08-26,7,2026-01-31,-59.98
2443,Junior Albini,1445.68,1525.17,2017-07-22,5,2019-06-29,-79.49
2444,Mateus Mendonca,1445.56,1481.67,2023-01-14,3,2024-02-24,-36.11
2445,Dan Lauzon,1445.49,1480.61,2006-10-14,3,2010-05-29,-35.12
2446,Bec Rawlings,1445.45,1522.83,2016-03-19,7,2018-04-07,-77.39
2447,Bruno Silva,1445.44,1564.35,2021-12-11,11,2025-05-10,-118.91
2448,Darian Weeks,1445.42,1480.42,2021-12-04,3,2022-09-10,-35.0
2449,Henry Briones,1445.22,1523.0,2014-11-15,5,2018-05-19,-77.78
2450,Vinicius Salvador,1444.72,1478.16,2023-03-25,3,2024-05-18,-33.44
2451,Ryan Benoit,1444.69,1511.76,2017-11-18,9,2021-07-31,-67.07
2452,Khalid Taha,1444.63,1502.94,2019-04-13,6,2022-09-03,-58.31
2453,Journey Newson,1444.51,1484.77,2022-05-07,6,2023-04-29,-40.25
2454,Jeff Hughes,1444.18,1482.67,2019-03-09,4,2020-09-26,-38.49
2455,Garreth McLellan,1444.06,1502.94,2015-10-24,5,2017-03-11,-58.88
2456,Kris McCray,1443.98,1477.0,2010-06-19,3,2011-03-26,-33.02
2457,Daniel Teymur,1443.93,1480.0,2017-07-16,5,2019-12-14,-36.07
2458,Austen Lane,1443.92,1500.0,2023-06-24,6,2025-07-12,-56.08
2459,Sabah Homasi,1443.89,1482.53,2016-08-20,3,2018-01-20,-38.64
2460,Andrea Lee,1443.86,1562.57,2019-06-22,14,2025-03-01,-118.71
2461,David Abbott,1443.84,1573.17,1996-12-07,18,2003-11-21,-129.34
2462,Mike Rodriguez,1443.8,1502.68,2018-12-15,8,2021-09-18,-58.88
2463,Matt Grice,1443.78,1496.13,2007-10-20,7,2013-02-23,-52.34
2464,Jessica Penne,1443.57,1519.0,2014-12-12,9,2024-10-19,-75.43
2465,Shane Campbell,1443.43,1504.4,2015-08-23,5,2016-08-27,-60.96
2466,Marcio Alexandre Junior,1443.39,1477.0,2014-05-31,3,2015-12-12,-33.61
2467,Rodney Wallace,1443.37,1478.25,2009-12-05,3,2010-08-07,-34.87
2468,Albert Morales,1443.33,1502.0,2017-03-04,6,2018-02-24,-58.68
2469,Dylan Budka,1443.26,1477.0,2024-04-06,3,2025-02-15,-33.74
2470,James Llontop,1443.25,1477.0,2024-04-27,3,2024-11-16,-33.75
2471,Dan Moret,1443.13,1481.89,2018-04-14,3,2019-06-29,-38.75
2472,Alex Reyes,1443.11,1481.55,2017-09-16,3,2024-08-17,-38.44
2473,Joey Beltran,1443.11,1539.6,2010-05-08,10,2013-10-09,-96.49
2474,Justin Edwards,1443.09,1505.56,2012-10-05,7,2015-06-06,-62.47
2475,Rayanne dos Santos,1443.06,1481.0,2023-12-09,3,2025-05-31,-37.94
2476,Kevin Borjas,1442.94,1484.54,2025-03-29,5,2026-02-28,-41.6
2477,Justin Buchholz,1442.88,1505.88,2008-07-05,5,2010-02-06,-63.0
2478,Ivan Erslan,1442.73,1478.89,2024-09-28,3,2025-09-27,-36.16
2479,Andy Enz,1442.71,1481.98,2014-02-01,3,2015-01-31,-39.28
2480,Marvin Eastman,1442.7,1479.41,2003-06-06,5,2008-06-21,-36.71
2481,Alex Chambers,1442.69,1500.0,2015-05-09,5,2018-09-22,-57.31
2482,Joe Riggs,1442.67,1533.07,2006-08-17,12,2016-02-21,-90.4
2483,Victoria Leonardo,1442.58,1479.65,2022-07-23,5,2024-08-24,-37.06
2484,Mike Rhodes,1442.58,1480.0,2014-01-25,3,2014-12-20,-37.42
2485,Wes Sims,1442.53,1480.0,2003-06-06,3,2004-04-02,-37.47
2486,Lukasz Sajewski,1442.48,1480.02,2015-06-20,3,2016-10-08,-37.54
2487,Markus Perez,1442.46,1504.62,2019-02-02,7,2021-01-20,-62.16
2488,Jessica Aguilar,1442.32,1480.45,2018-07-14,5,2019-03-30,-38.13
2489,Robert Valentin,1441.99,1477.0,2024-08-24,3,2025-07-19,-35.01
2490,Viacheslav Borshchev,1441.79,1521.15,2022-01-15,10,2025-11-15,-79.35
2491,Mostapha Al-Turk,1441.75,1481.35,2008-12-27,3,2010-04-10,-39.61
2492,Felix Lee Mitchell,1441.72,1477.0,1994-09-09,3,1996-12-07,-35.28
2493,Eric Spicely,1441.64,1531.55,2017-01-28,7,2019-06-22,-89.91
2494,Malcolm Gordon,1441.35,1505.35,2022-02-05,7,2024-01-20,-63.99
2495,Brian Camozzi,1441.27,1478.82,2016-12-09,3,2018-02-18,-37.56
2496,Viktor Pesta,1441.21,1503.69,2015-01-24,5,2017-01-15,-62.48
2497,Luis Gurule,1441.2,1472.78,2025-04-05,3,2026-02-21,-31.58
2498,Ihor Potieria,1441.02,1507.44,2023-01-21,8,2025-01-11,-66.41
2499,Erick Gonzalez,1440.96,1479.62,2021-10-16,3,2023-02-25,-38.66
2500,Tonya Evinger,1440.91,1480.83,2017-07-29,3,2019-06-01,-39.92
2501,Edwin DeWees,1440.87,1479.89,2003-09-26,3,2006-11-11,-39.02
2502,Hector Aldana,1440.81,1478.71,2018-06-23,3,2019-10-12,-37.9
2503,Antonio Trocoli,1440.8,1478.97,2024-06-22,3,2025-12-06,-38.17
2504,Brogan Walker,1440.53,1477.0,2022-08-06,3,2025-10-04,-36.47
2505,Darrell Montague,1440.53,1480.67,2013-10-19,3,2015-07-12,-40.14
2506,Julian Marquez,1440.36,1539.32,2021-04-10,8,2025-03-01,-98.95
2507,Caio Machado,1440.05,1480.0,2023-11-18,3,2024-11-02,-39.96
2508,Justin Jaynes,1440.01,1520.82,2020-06-20,5,2021-06-26,-80.81
2509,Jeff Curran,1439.98,1476.79,2004-01-31,3,2012-05-15,-36.8
2510,Oluwale Bamgbose,1439.96,1502.85,2016-02-21,5,2017-12-16,-62.89
2511,Yoji Anjo,1439.9,1480.63,1997-12-21,3,2000-12-16,-40.73
2512,Kevin Natividad,1439.82,1476.64,2020-10-31,3,2022-11-19,-36.82
2513,Darrius Flowers,1439.78,1482.93,2023-07-29,3,2024-07-13,-43.15
2514,Cody Gibson,1439.7,1504.75,2014-06-28,10,2025-10-18,-65.05
2515,Charlie Ontiveros,1439.69,1483.71,2020-10-31,3,2022-08-13,-44.02
2516,Jordan Williams,1439.68,1478.0,2020-10-03,3,2021-11-06,-38.32
2517,Brad Imes,1439.52,1481.0,2005-11-05,3,2007-04-07,-41.48
2518,Marcelo Rojo,1439.48,1476.17,2021-03-13,3,2022-12-03,-36.69
2519,Nam Phan,1439.34,1487.28,2012-08-04,8,2014-03-01,-47.94
2520,Gabe Ruediger,1439.28,1478.69,2006-09-23,3,2011-02-05,-39.41
2521,Bobby Nash,1439.05,1477.99,2017-01-28,3,2017-11-25,-38.94
2522,Rafaello Oliveira,1438.95,1501.85,2010-01-02,8,2014-02-22,-62.9
2523,Blood Diamond,1438.92,1479.76,2022-02-12,3,2023-09-09,-40.84
2524,Jay Perrin,1438.9,1478.03,2022-02-19,3,2022-12-10,-39.12
2525,Charlie Brenneman,1438.87,1554.49,2011-06-26,11,2014-11-08,-115.62
2526,Ode Osbourne,1438.85,1516.97,2022-06-04,13,2026-02-21,-78.13
2527,Rhys McKee,1438.84,1478.75,2020-07-25,6,2025-09-06,-39.91
2528,Ruan Potts,1438.75,1479.21,2014-05-10,3,2015-02-28,-40.46
2529,Jocelyn Jones-Lybarger,1438.68,1481.68,2015-12-12,3,2017-01-15,-43.0
2530,Antonio Arroyo,1438.68,1480.0,2019-11-16,3,2021-09-18,-41.32
2531,Ramona Pascual,1438.63,1480.2,2022-02-26,3,2022-11-05,-41.57
2532,Jason Reinhardt,1438.61,1481.18,2007-11-17,3,2011-08-14,-42.57
2533,Norifumi Yamamoto,1438.57,1478.0,2011-02-05,4,2015-02-28,-39.43
2534,Estevan Payan,1438.41,1477.3,2013-05-25,3,2014-04-19,-38.89
2535,Bojan Mihajlovic,1438.4,1480.85,2016-07-23,3,2017-09-02,-42.44
2536,Daiju Takase,1438.19,1475.96,1999-07-16,3,2000-12-16,-37.77
2537,Jared Papazian,1438.16,1481.76,2012-01-20,3,2012-12-15,-43.6
2538,Alan Baudot,1438.14,1479.01,2020-10-10,4,2022-06-25,-40.86
2539,Roque Martinez,1438.03,1477.0,2020-09-12,3,2021-06-19,-38.97
2540,Josh Haynes,1437.99,1477.0,2006-06-24,3,2007-04-07,-39.01
2541,Forrest Petz,1437.94,1520.06,2006-08-17,7,2010-09-15,-82.13
2542,Denys Bondar,1437.57,1475.29,2022-02-05,3,2024-02-24,-37.72
2543,Damian Grabowski,1437.49,1480.44,2016-02-06,3,2017-07-22,-42.95
2544,Erik Silva,1437.43,1475.06,2022-12-10,3,2026-02-28,-37.63
2545,Cody Brundage,1437.39,1523.55,2022-07-09,15,2026-03-07,-86.16
2546,Sarah Moras,1437.39,1520.66,2017-09-09,9,2021-01-16,-83.28
2547,Kiefer Crosbie,1436.86,1477.0,2023-09-09,3,2025-08-23,-40.14
2548,Zelim Imadaev,1436.83,1478.34,2019-04-13,3,2020-09-05,-41.52
2549,Montserrat Conejo Ruiz,1436.8,1522.0,2021-03-20,5,2025-11-01,-85.2
2550,Gideon Ray,1436.79,1476.91,2005-02-05,3,2006-11-11,-40.12
2551,Shane Young,1436.74,1524.27,2019-02-09,7,2023-09-09,-87.53
2552,Niklas Stolze,1436.65,1482.22,2020-07-25,3,2022-06-04,-45.57
2553,Harry Hunsucker,1436.64,1478.73,2021-03-20,3,2022-08-20,-42.09
2554,Brad Pickett,1436.61,1528.58,2014-03-08,14,2017-03-18,-91.96
2555,Jumabieke Tuerxun,1436.6,1478.0,2014-03-01,3,2014-11-07,-41.4
2556,Mike Santiago,1436.5,1477.0,2017-09-02,3,2018-06-09,-40.5
2557,Iliarde Santos,1436.43,1478.16,2013-05-18,3,2013-10-09,-41.72
2558,Jared Hamman,1436.35,1503.64,2011-08-14,7,2013-08-31,-67.29
2559,Diego Saraiva,1436.15,1476.11,2007-02-03,3,2007-09-22,-39.96
2560,Fabio Cherant,1436.13,1477.1,2021-03-27,3,2022-02-12,-40.97
2561,Kalindra Faria,1436.01,1477.0,2017-10-07,3,2018-08-25,-40.99
2562,Wulijiburen,1435.81,1476.66,2017-11-25,3,2019-02-09,-40.84
2563,Shannon Ross,1435.74,1475.19,2023-02-11,3,2023-12-09,-39.45
2564,Angela Magana,1435.47,1478.0,2014-12-12,3,2017-12-02,-42.53
2565,Jeremy Larsen,1435.38,1477.0,2012-06-01,3,2013-10-19,-41.62
2566,Frank Camacho,1435.37,1501.03,2017-11-18,8,2022-05-14,-65.65
2567,Ashlee Evans-Smith,1435.36,1522.2,2016-09-03,9,2023-07-15,-86.84
2568,Josh Parisian,1435.34,1493.57,2021-06-19,7,2024-03-09,-58.23
2569,Jake Lindsey,1435.21,1476.84,2014-06-07,3,2015-03-14,-41.63
2570,Austin Hubbard,1435.2,1508.41,2020-06-20,12,2025-08-23,-73.21
2571,Garett Whiteley,1435.19,1477.0,2013-10-09,3,2014-12-13,-41.81
2572,Mara Romero Borella,1435.17,1523.0,2017-10-07,7,2020-09-19,-87.83
2573,Julija Stoliarenko,1435.14,1481.0,2018-11-30,9,2025-08-09,-45.86
2574,Genaro Valdez,1435.06,1475.32,2022-01-22,3,2023-07-15,-40.26
2575,Joby Sanchez,1434.99,1497.59,2015-01-18,5,2018-11-10,-62.6
2576,Mark De La Rosa,1434.65,1515.21,2018-11-10,7,2020-06-13,-80.56
2577,Cole Escovedo,1434.65,1478.0,2011-05-28,3,2011-11-12,-43.35
2578,John Albert,1434.61,1523.0,2011-12-03,5,2013-07-27,-88.39
2579,Jesse Forbes,1434.59,1477.0,2006-06-24,3,2010-05-29,-42.41
2580,Takanori Gomi,1434.45,1531.87,2014-04-26,13,2017-09-22,-97.43
2581,Hu Yaozong,1434.39,1474.64,2017-11-25,3,2021-10-30,-40.25
2582,Ryan Jensen,1434.0,1479.15,2007-08-25,8,2011-04-30,-45.16
2583,Joe Doerksen,1433.95,1500.74,2005-04-16,9,2010-12-11,-66.79
2584,Connor Matthews,1433.93,1473.48,2024-03-30,3,2025-05-17,-39.55
2585,Mohammad Yahya,1433.78,1477.65,2023-10-21,3,2025-07-26,-43.87
2586,Dalcha Lungiambula,1432.55,1523.0,2019-06-29,7,2022-12-10,-90.45
2587,Jorge Santiago,1432.5,1521.53,2006-06-28,6,2013-02-16,-89.03
2588,Thibault Gouti,1432.38,1475.1,2016-02-27,6,2018-10-27,-42.72
2589,Jake Collier,1432.2,1498.16,2022-01-15,14,2023-09-23,-65.96
2590,Damacio Page,1431.75,1477.0,2011-03-03,3,2012-07-11,-45.25
2591,Dmitrii Smoliakov,1431.46,1474.98,2016-07-23,3,2019-04-27,-43.52
2592,Phil Baroni,1430.88,1545.43,2002-09-27,10,2011-01-01,-114.55
2593,Jordan Wright,1429.63,1520.54,2020-08-22,7,2023-02-18,-90.92
2594,Gian Villante,1428.94,1528.29,2016-12-09,18,2021-11-06,-99.35
2595,Mizuto Hirota,1428.89,1487.61,2016-12-17,7,2018-12-01,-58.72
2596,Rolando Bedoya,1428.43,1485.07,2023-05-06,4,2025-09-27,-56.64
2597,Kyle Prepolec,1428.17,1480.39,2019-05-04,4,2025-10-18,-52.23
2598,Jay Hieron,1428.01,1479.12,2004-06-19,4,2013-02-02,-51.11
2599,Dustin Pague,1427.61,1500.42,2012-06-08,6,2013-10-19,-72.81
2600,Vince Morales,1427.53,1510.91,2021-12-04,11,2025-03-29,-83.38
2601,Denis Tiuliulin,1427.48,1499.9,2022-09-10,6,2024-08-03,-72.42
2602,Anthony Hamilton,1426.83,1503.87,2016-07-30,10,2017-11-18,-77.03
2603,John Phillips,1426.75,1477.0,2018-03-17,6,2020-10-17,-50.25
2604,Kurt Holobaugh,1426.63,1483.07,2013-04-27,9,2025-05-31,-56.44
2605,Hannah Cifers,1426.08,1513.42,2019-08-17,7,2020-08-29,-87.34
2606,Brandon Davis,1425.95,1498.35,2018-02-18,9,2022-10-15,-72.4
2607,Jinh Yu Frey,1425.84,1500.28,2021-07-31,8,2023-10-21,-74.43
2608,Wu Yanan,1425.76,1505.4,2018-11-24,6,2022-08-20,-79.64
2609,Anton Turkalj,1425.5,1481.21,2022-09-10,4,2024-03-30,-55.72
2610,Will Campuzano,1424.98,1477.0,2010-12-04,4,2014-03-15,-52.02
2611,Pat Healy,1424.65,1477.0,2006-08-17,6,2014-07-16,-52.35
2612,Igor Pokrajac,1424.6,1537.65,2012-05-15,13,2016-04-10,-113.05
2613,Ricardo Funch,1424.06,1480.1,2009-12-12,4,2012-06-22,-56.04
2614,Khadis Ibragimov,1423.74,1477.0,2019-08-31,4,2020-09-26,-53.26
2615,Zarah Fairn,1423.47,1475.46,2019-10-05,4,2023-09-02,-51.99
2616,Gina Mazany,1423.4,1501.04,2017-11-25,8,2022-04-30,-77.65
2617,Diana Belbita,1423.2,1481.5,2019-10-18,8,2025-04-05,-58.31
2618,Jodie Esquibel,1423.13,1481.44,2017-10-21,4,2019-08-17,-58.31
2619,Sam Alvey,1422.89,1589.32,2017-01-28,24,2022-08-06,-166.43
2620,Keith Wisniewski,1422.45,1478.0,2005-11-19,4,2013-09-04,-55.55
2621,Terrion Ware,1422.44,1478.0,2017-07-08,4,2018-09-15,-55.56
2622,Andy Ogle,1422.39,1499.1,2013-02-16,6,2015-01-24,-76.71
2623,Elvis Sinosic,1421.94,1527.68,2001-02-23,7,2007-04-21,-105.73
2624,Lukasz Brzeski,1421.91,1482.6,2022-08-13,7,2025-07-19,-60.69
2625,Rafael Cerqueira,1420.99,1478.59,2024-10-26,4,2025-11-22,-57.6
2626,Kris Moutinho,1420.71,1483.17,2021-07-10,4,2026-02-28,-62.46
2627,Scott Jorgensen,1420.48,1541.14,2011-10-29,12,2015-11-21,-120.66
2628,JP Buys,1420.39,1473.63,2021-03-20,4,2023-08-12,-53.24
2629,Aaron Phillips,1420.32,1476.37,2014-05-24,4,2023-04-15,-56.05
2630,Seth Petruzelli,1420.26,1479.94,2006-10-10,4,2010-11-13,-59.68
2631,Phillipe Nover,1420.17,1478.0,2008-12-13,7,2017-02-11,-57.83
2632,Bobby Voelker,1420.1,1476.62,2013-03-16,4,2014-06-07,-56.51
2633,Ashley Yoder,1419.88,1487.98,2019-06-22,11,2023-10-14,-68.1
2634,Maki Pitolo,1419.78,1498.8,2020-06-06,6,2021-12-04,-79.02
2635,Martin Day,1419.4,1482.36,2018-11-24,4,2021-02-06,-62.96
2636,Fernie Garcia,1419.36,1474.6,2022-05-07,4,2024-02-10,-55.24
2637,Edgar Garcia,1419.36,1484.15,2009-06-20,4,2016-01-02,-64.79
2638,Tiki Ghosn,1419.04,1477.0,2000-03-10,4,2004-04-02,-57.96
2639,Ji Yeon Kim,1419.02,1517.0,2018-06-23,10,2023-05-13,-97.99
2640,Dequan Townsend,1417.67,1477.0,2019-06-29,4,2020-10-03,-59.33
2641,Steve Cantwell,1417.55,1523.0,2008-12-10,6,2012-02-25,-105.45
2642,John Alessio,1417.17,1484.67,2000-06-09,5,2012-07-07,-67.5
2643,Saimon Oliveira,1416.6,1477.93,2022-01-22,4,2025-10-11,-61.33
2644,Lucie Pudilova,1416.57,1523.95,2018-02-18,11,2024-07-20,-107.38
2645,Josh Grispi,1416.19,1478.0,2011-01-01,4,2013-02-16,-61.81
2646,Zhalgas Zhumagulov,1415.86,1481.44,2021-07-10,7,2023-06-24,-65.58
2647,Alen Amedovski,1415.33,1480.0,2019-04-20,4,2022-09-17,-64.68
2648,Michihiro Omigawa,1415.28,1478.31,2007-09-22,7,2012-08-04,-63.03
2649,Jose Medina,1414.87,1477.79,2024-08-24,4,2026-02-28,-62.92
2650,Jerome Rivera,1414.4,1476.25,2020-09-19,4,2021-07-10,-61.85
2651,Liang Na,1413.39,1474.62,2021-04-24,4,2024-04-27,-61.23
2652,Ike Villanueva,1413.38,1473.04,2021-01-20,6,2022-04-23,-59.66
2653,Vinicius Moreira,1413.18,1477.0,2019-01-19,4,2021-01-20,-63.82
2654,Kailin Curran,1412.37,1479.11,2015-12-10,7,2017-11-25,-66.74
2655,Jesse Ronson,1409.94,1479.58,2013-09-21,6,2022-10-01,-69.64
2656,Istela Nunes,1409.65,1476.85,2021-10-16,5,2025-04-05,-67.2
2657,Naoyuki Kotani,1408.59,1480.0,2007-04-05,5,2015-09-26,-71.41
2658,Jared Vanderaa,1406.97,1497.49,2021-05-22,7,2022-10-29,-90.52
2659,Leonard Garcia,1404.34,1506.22,2007-06-23,9,2013-04-27,-101.88
2660,Chase Sherman,1403.38,1501.3,2017-07-22,15,2023-05-13,-97.92
2661,Sean Soriano,1403.36,1477.0,2014-01-04,5,2021-11-20,-73.64
2662,Joshua Burkman,1401.51,1560.2,2007-01-25,19,2018-02-18,-158.69
2663,Jamie Pickett,1400.7,1499.88,2022-01-15,9,2024-03-02,-99.18
2664,Daniel Lacerda,1399.77,1478.94,2021-10-23,6,2024-02-24,-79.17
