rank,name,peak_elo,peak_date,current_elo,elo_vs_peak,fights,last_fight
688,Marc Diakiese,1558.29,2017-03-18,1504.31,-53.98,15,2023-11-04
689,Mayra Bueno Silva,1557.98,2023-02-18,1489.47,-68.5,13,2025-11-08
690,Rinya Nakamura,1557.95,2024-02-17,1553.51,-4.44,5,2025-08-02
691,Kajan Johnson,1557.91,2018-03-17,1505.58,-52.33,7,2018-09-15
692,SuYoung You,1557.8,2025-08-23,1557.8,0.0,3,2025-08-23
693,Tom Nolan,1557.79,2025-09-27,1557.79,0.0,5,2025-09-27
694,Marcus Brimage,1557.69,2012-09-22,1478.52,-79.17,8,2015-07-18
695,Mansur Abdul-Malik,1557.65,2025-12-06,1557.65,0.0,4,2025-12-06
696,Bethe Correia,1557.63,2014-08-30,1468.27,-89.35,12,2021-10-02
697,Alatengheili,1557.45,2022-09-10,1533.55,-23.9,9,2025-04-26
698,Lorenz Larkin,1557.42,2016-08-20,1508.5,-48.92,10,2016-08-20
699,Navajo Stirling,1557.27,2025-09-27,1557.27,0.0,3,2025-09-27
700,Mohammed Usman,1557.26,2023-09-23,1530.36,-26.9,6,2025-06-21
701,Justin Ledet,1557.26,2017-09-16,1462.32,-94.94,7,2020-10-31
702,Kevin Randleman,1557.24,2000-06-09,1500.2,-57.04,7,2002-01-11
703,Stephan Bonnar,1557.15,2011-11-19,1503.09,-54.06,15,2012-10-13
704,Max Griffin,1557.14,2024-02-10,1517.68,-39.46,18,2025-07-12
705,Valerie Letourneau,1556.89,2015-08-23,1494.04,-62.85,6,2016-12-10
706,Nurullo Aliev,1556.82,2025-11-22,1556.82,0.0,3,2025-11-22
707,Robert Peralta,1556.77,2014-05-31,1501.45,-55.31,8,2015-04-04
708,Charles Jourdain,1556.74,2025-10-18,1556.74,0.0,16,2025-10-18
709,Marco Polo Reyes,1556.71,2018-01-14,1478.15,-78.56,8,2019-09-21
710,Maurice Greene,1556.61,2019-06-29,1483.75,-72.86,8,2021-05-08
711,Jordan Mein,1556.45,2014-08-23,1507.94,-48.52,9,2018-07-28
712,Patrick Cote,1556.21,2016-01-17,1504.05,-52.16,21,2017-04-08
713,Jeff Molina,1556.17,2022-06-04,1530.26,-25.91,3,2022-06-04
714,Karl Williams,1556.11,2024-03-23,1529.32,-26.78,4,2024-08-10
715,HyunSung Park,1555.79,2025-05-17,1510.98,-44.81,5,2025-10-18
716,Nick Hein,1555.66,2016-09-03,1473.65,-82.01,8,2019-06-01
717,Bill Algeo,1555.55,2023-10-07,1501.64,-53.91,10,2024-07-20
718,Alexis Davis,1555.53,2017-12-09,1507.64,-47.89,14,2022-02-05
719,Murilo Bustamante,1555.17,2002-05-10,1500.34,-54.83,4,2002-05-10
720,Siyar Bahadurzada,1554.55,2018-04-21,1502.54,-52.01,8,2019-09-28
721,Zubaira Tukhugov,1554.5,2015-12-10,1515.37,-39.12,9,2023-02-11
722,Charlie Brenneman,1554.49,2011-06-26,1438.87,-115.62,11,2014-11-08
723,Pete Williams,1554.11,1999-05-07,1460.13,-93.99,8,2002-03-22
724,Nicolae Negumereanu,1553.86,2022-07-30,1516.57,-37.29,6,2022-11-12
725,Victor Henry,1553.79,2024-04-27,1542.85,-10.93,7,2025-04-05
726,Greg Hardy,1553.76,2020-10-31,1487.69,-66.08,10,2022-03-05
727,Jeremy Horn,1553.76,2000-09-22,1474.68,-79.08,13,2009-01-17
728,Song Kenan,1553.65,2020-02-22,1499.85,-53.8,11,2024-11-23
729,Bruno Silva,1553.47,2024-07-20,1536.23,-17.24,10,2025-10-18
730,Jason MacDonald,1553.43,2007-06-16,1460.1,-93.33,14,2012-05-15
731,Jennifer Maia,1553.33,2023-03-18,1522.59,-30.73,12,2023-10-14
732,Tatsuya Kawajiri,1552.94,2015-12-11,1502.23,-50.72,6,2016-08-06
733,Daron Cruickshank,1552.62,2014-05-10,1477.3,-75.32,13,2016-01-17
734,Jacob Malkoun,1552.56,2026-01-31,1552.56,0.0,8,2026-01-31
735,Charles Johnson,1552.37,2025-08-23,1526.0,-26.37,13,2026-01-24
736,Yana Santos,1552.23,2025-10-04,1552.23,0.0,12,2025-10-04
737,Vanessa Demopoulos,1552.15,2024-05-18,1480.4,-71.75,10,2025-06-14
738,Luiz Cane,1552.12,2009-04-18,1483.39,-68.72,9,2012-10-13
739,Danny Roberts,1551.93,2018-07-22,1483.3,-68.63,14,2023-07-22
740,Shamil Gaziev,1551.81,2025-02-01,1533.64,-18.17,5,2025-11-22
741,Esteban Ribovics,1551.8,2025-08-02,1551.8,0.0,6,2025-08-02
742,Felipe Lima,1551.78,2024-12-14,1528.7,-23.08,3,2025-06-28
743,Nate Landwehr,1551.6,2024-03-30,1501.78,-49.82,10,2025-07-12
744,Vitor Miranda,1551.5,2016-03-05,1481.14,-70.37,7,2018-07-22
745,Molly McCann,1551.45,2022-07-23,1471.7,-79.75,14,2025-03-22
746,Khama Worthy,1551.36,2020-06-27,1471.3,-80.06,5,2021-10-23
747,Rich Clementi,1551.34,2008-05-24,1500.15,-51.19,10,2009-02-07
748,Jordan Leavitt,1551.32,2026-02-21,1551.32,0.0,9,2026-02-21
749,Mark Hominick,1551.21,2006-06-28,1455.65,-95.56,7,2012-11-17
750,MarQuel Mederos,1550.95,2025-06-07,1550.95,0.0,3,2025-06-07
751,John Castaneda,1550.84,2023-11-11,1516.52,-34.31,8,2025-04-26
752,Fatima Kline,1550.72,2025-11-15,1550.72,0.0,4,2025-11-15
753,Bartosz Fabinski,1550.37,2018-07-22,1480.93,-69.44,6,2021-04-17
754,Ivan Salaverry,1550.34,2005-04-16,1471.5,-78.84,7,2008-05-24
755,Marcio Cruz,1550.28,2006-02-04,1500.15,-50.13,4,2006-12-30
756,Sean Pierson,1550.28,2013-06-15,1503.66,-46.62,6,2013-06-15
757,Michael Chandler,1550.25,2022-05-07,1509.09,-41.17,7,2025-04-12
758,Seokhyeon Ko,1550.09,2025-11-01,1550.09,0.0,2,2025-11-01
759,Maryna Moroz,1550.02,2022-03-05,1483.35,-66.67,12,2024-03-09
760,Phil Rowe,1549.72,2022-12-03,1496.79,-52.93,9,2026-02-21
761,Matt Schnell,1549.62,2019-08-03,1478.31,-71.31,16,2025-11-08
762,Terrance McKinney,1549.57,2025-06-28,1529.12,-20.45,12,2025-12-06
763,Nick Osipczak,1549.43,2009-11-14,1481.91,-67.53,5,2010-11-13
764,Alessio Sakara,1549.36,2010-03-21,1460.14,-89.22,15,2013-10-26
765,Douglas Silva de Andrade,1549.34,2023-05-13,1499.06,-50.28,14,2026-02-28
766,Antoni Hardonk,1549.33,2008-12-27,1500.07,-49.26,8,2009-10-24
767,Lucas Martins,1549.09,2014-07-16,1503.76,-45.32,7,2016-04-10
768,Tomasz Drwal,1549.04,2009-09-19,1499.7,-49.34,6,2010-09-15
769,Philipe Lins,1548.98,2024-03-09,1539.11,-9.88,6,2024-03-09
770,Chidi Njokuani,1548.97,2025-03-15,1505.22,-43.75,10,2026-02-21
771,Alexia Thainara,1548.92,2025-09-27,1548.92,0.0,2,2025-09-27
772,Jeff Monson,1548.74,2006-07-08,1500.54,-48.19,7,2006-11-18
773,Saidyokub Kakhramonov,1548.68,2022-07-09,1517.49,-31.19,3,2022-12-17
774,Sara McMann,1548.65,2017-02-19,1516.21,-32.44,13,2022-03-26
775,Kevin Aguilar,1548.51,2019-03-30,1462.64,-85.87,6,2021-05-15
776,Taylor Lapilus,1548.49,2024-09-28,1543.82,-4.67,8,2024-09-28
777,Houston Alexander,1548.47,2007-09-08,1453.8,-94.66,6,2009-12-05
778,TJ Waldburger,1548.43,2012-12-15,1500.45,-47.98,8,2014-02-22
779,Efrain Escudero,1548.43,2009-09-19,1468.16,-80.28,12,2016-04-23
780,Patrick Cummins,1548.41,2014-12-20,1476.38,-72.02,13,2019-05-18
781,Herbert Burns,1548.31,2020-06-06,1450.73,-97.58,6,2024-08-17
782,Magomed Mustafaev,1548.04,2015-12-12,1506.82,-41.22,5,2020-02-22
783,Paul Buentello,1547.95,2006-02-04,1485.7,-62.25,6,2010-03-21
784,Ivan Menjivar,1547.92,2012-02-15,1473.32,-74.59,9,2014-03-01
785,Jonathan Micallef,1547.82,2026-01-31,1547.82,0.0,2,2026-01-31
786,Jean Matsumoto,1547.73,2025-08-09,1532.93,-14.8,5,2026-02-07
787,Paul Kelly,1547.66,2009-06-13,1500.57,-47.1,9,2011-02-05
788,Ramiz Brahimaj,1547.61,2025-10-04,1527.21,-20.4,9,2026-02-21
789,Azamat Bekoev,1547.59,2025-05-03,1520.43,-27.15,3,2025-10-18
790,David Branch,1547.58,2018-04-21,1500.33,-47.25,9,2019-03-30
791,Jose Delgado,1547.47,2025-06-28,1530.96,-16.51,3,2025-10-25
792,Kevin Burns,1547.46,2008-07-19,1473.83,-73.63,5,2009-12-12
793,Aleksei Kunchenko,1547.42,2018-12-01,1504.15,-43.27,4,2020-03-14
794,Gadzhimurad Antigulov,1547.38,2017-05-13,1451.61,-95.77,6,2020-10-17
795,Nina Nunes,1547.35,2018-12-08,1514.02,-33.33,9,2022-08-13
796,Nora Cornolle,1547.32,2024-04-06,1502.78,-44.54,6,2026-02-21
797,Adlan Amagov,1547.32,2013-10-19,1503.72,-43.6,2,2013-10-19
798,Sam Stout,1547.32,2011-06-11,1463.21,-84.11,20,2015-08-23
799,Hyun Gyu Lim,1547.27,2013-08-31,1474.99,-72.28,7,2017-09-22
800,Brady Hiestand,1547.2,2024-06-15,1540.01,-7.19,4,2024-06-15
801,Luis Pena,1547.14,2019-06-22,1514.61,-32.53,8,2021-04-17
802,Ottman Azaitar,1547.09,2020-09-12,1464.19,-82.9,5,2024-12-14
803,Karl Roberson,1546.85,2019-11-09,1459.13,-87.72,10,2022-07-09
804,Cam Rowston,1546.82,2026-01-31,1546.82,0.0,2,2026-01-31
805,Brandon Thatch,1546.66,2013-11-09,1461.1,-85.56,6,2016-12-30
806,Alex Garcia,1546.66,2017-11-25,1501.23,-45.43,10,2018-10-27
807,Guangyou Ning,1546.53,2015-05-16,1500.32,-46.21,4,2016-11-26
808,Eryk Anders,1546.5,2018-08-25,1518.02,-28.48,19,2025-08-09
809,Mario Pinto,1546.31,2025-10-11,1546.31,0.0,2,2025-10-11
810,Andrew Craig,1546.2,2012-07-11,1476.0,-70.2,7,2015-07-15
811,William Knight,1546.04,2021-12-04,1469.14,-76.9,7,2023-02-18
812,Eduarda Moura,1546.01,2025-07-12,1523.25,-22.75,5,2026-02-07
813,Daniel Pineda,1546.0,2012-03-02,1467.8,-78.2,14,2024-10-19
814,Jess Liaudin,1545.97,2007-09-08,1480.36,-65.61,5,2008-10-18
815,Mark Hall,1545.94,1996-05-17,1500.04,-45.9,7,1996-12-07
816,Soa Palelei,1545.88,2014-05-10,1501.54,-44.33,7,2015-08-01
817,Johnny Bedford,1545.84,2012-12-15,1474.33,-71.5,6,2014-09-13
818,Henrique da Silva,1545.81,2016-10-01,1450.78,-95.03,6,2017-09-22
819,Cat Zingano,1545.8,2014-09-27,1494.44,-51.36,7,2018-12-29
820,Josh Hokit,1545.74,2026-01-24,1545.74,0.0,2,2026-01-24
821,Oumar Sy,1545.69,2025-09-06,1545.69,0.0,4,2025-09-06
822,John Maguire,1545.48,2012-04-14,1478.76,-66.73,5,2013-06-15
823,Kaue Fernandes,1545.48,2025-09-06,1545.48,0.0,4,2025-09-06
824,Bas Rutten,1545.46,1999-05-07,1500.14,-45.31,2,1999-05-07
825,Tom Lawlor,1545.44,2009-07-11,1503.12,-42.33,11,2016-03-05
826,Phil Baroni,1545.43,2002-09-27,1430.88,-114.55,10,2011-01-01
827,Brock Larson,1545.13,2009-05-23,1492.51,-52.62,6,2009-11-21
828,Daniel Roberts,1545.07,2011-01-01,1481.05,-64.01,7,2012-01-20
829,Phillip Miller,1545.05,2002-11-22,1500.31,-44.74,2,2002-11-22
830,Devonte Smith,1544.98,2019-02-09,1487.14,-57.84,6,2022-03-05
831,George Sullivan,1544.87,2014-09-13,1471.35,-73.52,7,2018-08-25
832,Pannie Kianzad,1544.72,2021-06-12,1479.7,-65.02,11,2024-08-10
833,Brian Bowles,1544.66,2011-07-02,1488.58,-56.09,4,2013-05-25
834,Kevin Jousset,1544.66,2023-12-09,1500.05,-44.61,4,2025-02-08
835,Ian Freeman,1544.66,2002-07-13,1500.13,-44.53,6,2003-06-06
836,Ramazan Temirov,1544.65,2025-03-01,1544.33,-0.32,2,2025-03-01
837,Josh Thomson,1544.62,2004-01-31,1496.65,-47.96,7,2015-07-15
838,Jamey-Lyn Horth,1544.6,2025-12-13,1544.6,0.0,6,2025-12-13
839,Tyson Pedro,1544.59,2017-03-04,1506.0,-38.59,11,2024-03-02
840,Sabina Mazo,1544.57,2020-09-12,1470.44,-74.13,7,2022-03-12
841,Timur Valiev,1544.57,2021-06-26,1512.86,-31.72,4,2022-03-19
842,Antonio Silva,1544.53,2013-02-02,1456.02,-88.51,11,2016-09-24
843,Kenny Robertson,1544.48,2015-01-24,1500.64,-43.83,9,2016-09-17
844,Ramsey Nijem,1544.47,2012-12-08,1496.12,-48.35,10,2015-07-25
845,Chris Holdsworth,1544.41,2014-05-24,1503.99,-40.42,2,2014-05-24
846,Jason Brilz,1544.38,2010-03-21,1484.6,-59.78,7,2011-11-19
847,Sam Hughes,1544.28,2025-09-06,1544.28,0.0,11,2025-09-06
848,Lavar Johnson,1544.16,2012-05-05,1500.08,-44.09,4,2013-02-23
849,Tim Elliott,1544.13,2025-08-16,1544.13,0.0,21,2025-08-16
850,Mac Danzig,1544.1,2008-04-19,1460.2,-83.9,13,2013-12-14
851,Fredy Serrano,1544.09,2015-11-28,1495.43,-48.66,4,2016-12-17
852,Lone'er Kavanagh,1544.08,2026-02-28,1544.08,0.0,4,2026-02-28
853,Daniil Donchenko,1544.08,2026-02-07,1544.08,0.0,2,2026-02-07
854,Joanne Wood,1544.03,2016-06-18,1513.96,-30.07,17,2024-03-09
855,Pablo Garza,1543.98,2011-04-30,1493.29,-50.68,6,2013-04-06
856,Steve Jennum,1543.98,1994-12-16,1500.03,-43.95,3,1995-12-16
857,Keith Hackney,1543.98,1994-12-16,1500.01,-43.97,4,1995-12-16
858,Joel Sutton,1543.98,1995-09-08,1500.06,-43.91,2,1995-09-08
859,Kevin Jackson,1543.98,1997-07-27,1497.98,-46.0,4,1998-03-13
860,Josh Culibao,1543.97,2023-02-11,1484.97,-59.0,8,2024-08-17
861,Melissa Gatto,1543.93,2021-12-18,1521.36,-22.57,5,2024-05-18
862,Baisangur Susurkaev,1543.91,2025-11-15,1543.91,0.0,2,2025-11-15
863,Steve Nelmark,1543.87,1996-12-07,1500.04,-43.83,3,1996-12-07
864,Desmond Green,1543.8,2019-05-18,1511.96,-31.85,7,2019-05-18
865,Jhonata Diniz,1543.73,2024-08-10,1517.7,-26.04,5,2025-10-11
866,Walt Harris,1543.73,2019-07-20,1490.27,-53.45,16,2021-06-05
867,Nicholas Musoke,1543.7,2014-10-04,1492.01,-51.69,6,2017-05-28
868,Angela Hill,1543.68,2024-05-18,1499.71,-43.97,29,2025-11-15
869,Jason Saggo,1543.6,2016-06-18,1500.59,-43.01,6,2017-09-16
870,Teruto Ishihara,1543.6,2016-08-06,1456.05,-87.55,9,2019-02-09
871,Daniel Omielanczuk,1543.56,2016-07-13,1479.59,-63.97,9,2017-07-08
872,Tanner Boser,1543.51,2020-07-25,1501.0,-42.52,10,2023-08-05
873,Joe Proctor,1543.49,2014-07-16,1489.1,-54.39,8,2017-04-22
874,Trey Waters,1543.39,2024-05-11,1517.84,-25.56,3,2025-09-06
875,Ariane da Silva,1543.11,2023-12-16,1482.62,-60.49,14,2025-06-07
876,Tony DeSouza,1543.06,2001-06-29,1482.4,-60.66,6,2007-12-29
877,Don Madge,1543.06,2019-09-07,1512.59,-30.48,2,2019-09-07
878,Carli Judice,1542.99,2026-02-21,1542.99,0.0,4,2026-02-21
879,Poliana Botelho,1542.98,2018-05-19,1470.38,-72.6,7,2022-06-04
880,Cesar Almeida,1542.97,2025-01-11,1517.37,-25.6,5,2025-12-13
881,Talita Alencar,1542.92,2025-11-01,1542.92,0.0,4,2025-11-01
882,Erik Koch,1542.92,2011-09-17,1500.27,-42.65,10,2019-07-27
883,Aleksandre Topuria,1542.9,2025-11-22,1542.9,0.0,2,2025-11-22
884,Michael Graves,1542.87,2016-04-16,1506.27,-36.6,3,2016-07-30
885,Felipe Arantes,1542.85,2016-07-07,1481.87,-60.98,12,2018-06-23
886,Andrew Sanchez,1542.74,2016-12-09,1489.47,-53.26,10,2021-10-16
887,Tony Gravely,1542.68,2022-06-04,1498.85,-43.83,8,2023-03-11
888,Billy Elekana,1542.61,2026-01-31,1542.61,0.0,4,2026-01-31
889,Tsuyoshi Kohsaka,1542.58,1998-10-16,1493.88,-48.7,6,2002-05-10
890,Ronnie Lawrence,1542.51,2022-02-12,1512.93,-29.58,4,2023-06-17
891,Yadier del Valle,1542.49,2025-11-01,1519.27,-23.21,3,2026-02-21
892,Daniel Zellhuber,1542.46,2024-02-24,1485.27,-57.19,7,2026-02-28
893,Dylan Andrews,1542.44,2013-08-28,1467.12,-75.32,5,2015-05-09
894,Arjan Bhullar,1542.39,2019-05-04,1511.47,-30.92,4,2019-05-04
895,Russell Doane,1542.37,2014-07-05,1470.07,-72.3,8,2018-02-24
896,Todd Duffee,1542.35,2014-12-06,1502.77,-39.58,6,2019-09-14
897,Eddie Sanchez,1542.29,2007-12-29,1494.6,-47.69,6,2008-12-10
898,Ion Cutelaba,1542.17,2019-09-28,1501.03,-41.14,19,2025-05-10
899,Nad Narimani,1542.15,2018-11-17,1496.42,-45.73,4,2020-07-18
900,Eugene Jackson,1542.13,1999-11-19,1472.77,-69.36,7,2002-07-13
901,Yves Jabouin,1542.12,2012-05-15,1477.37,-64.75,10,2015-08-23
902,Carlos Newton,1541.97,2001-05-04,1497.84,-44.13,7,2004-01-31
903,Luana Carolina,1541.97,2024-07-20,1514.88,-27.1,10,2025-09-27
904,Diego Rivas,1541.78,2016-02-06,1491.54,-50.24,4,2018-05-19
905,Viviane Pereira,1541.75,2017-06-03,1497.76,-43.99,4,2018-06-23
906,Zach Makovsky,1541.68,2014-02-22,1489.18,-52.49,7,2016-12-10
907,Jakub Wiklacz,1541.53,2026-02-07,1541.53,0.0,2,2026-02-07
908,Francisco Rivera,1541.52,2013-11-06,1471.96,-69.56,11,2016-07-30
909,Marco Tulio,1541.49,2025-04-12,1520.6,-20.89,3,2025-11-08
910,Nick Ring,1541.4,2012-07-21,1500.15,-41.25,6,2013-12-06
911,Malcolm Wellmaker,1541.39,2025-06-14,1518.24,-23.15,3,2025-11-15
912,Nick Maximov,1541.31,2022-02-05,1495.24,-46.07,4,2022-10-15
913,Igor Araujo,1541.28,2014-03-08,1494.9,-46.38,4,2015-07-15
914,Francimar Barroso,1541.25,2016-01-17,1493.87,-47.38,9,2018-01-20
915,Danny Henry,1541.24,2018-03-17,1495.48,-45.75,4,2020-07-11
916,Melsik Baghdasaryan,1541.24,2021-11-06,1507.95,-33.29,5,2025-02-22
917,Rich Attonito,1541.24,2010-09-15,1500.65,-40.59,5,2011-12-10
918,Chris Beal,1541.24,2014-09-05,1469.99,-71.25,5,2016-06-18
919,Kiichi Kunimoto,1541.2,2014-09-20,1496.16,-45.05,5,2017-06-10
920,Rory Singer,1541.16,2006-10-10,1496.66,-44.5,4,2007-06-16
921,Scott Jorgensen,1541.14,2011-10-29,1420.48,-120.66,12,2015-11-21
922,Charlie Campbell,1541.13,2024-04-06,1513.78,-27.36,3,2025-09-27
923,Oskar Piechota,1541.1,2018-02-18,1470.89,-70.2,6,2020-06-20
924,Kenichi Yamamoto,1541.07,1999-11-19,1500.1,-40.97,3,2000-12-16
925,Omar Morales,1540.91,2020-05-13,1471.12,-69.78,7,2023-03-18
926,Hugo Viana,1540.77,2012-12-15,1487.34,-53.43,6,2015-08-01
927,Hatsu Hioki,1540.69,2012-02-25,1466.51,-74.19,8,2015-05-09
928,Hacran Dias,1540.63,2015-06-27,1479.9,-60.73,8,2017-10-28
929,Trevor Prangley,1540.57,2005-08-20,1492.31,-48.26,4,2006-04-06
930,Jesus Aguilar,1540.55,2024-08-17,1511.46,-29.09,7,2026-03-07
931,Cory McKenna,1540.55,2022-12-17,1490.89,-49.66,6,2024-10-12
932,Julio Arce,1540.46,2024-03-30,1532.72,-7.74,10,2024-03-30
933,Sijara Eubanks,1540.43,2020-09-12,1497.54,-42.88,10,2021-12-18
934,Akira Corassani,1540.43,2013-04-06,1477.96,-62.47,6,2015-01-24
935,David Heath,1540.33,2006-12-13,1472.25,-68.08,5,2008-02-02
936,Josefine Knutsson,1540.32,2024-06-15,1513.77,-26.54,3,2024-12-14
937,Santiago Luna,1540.29,2026-02-28,1540.29,0.0,2,2026-02-28
938,Andre Ewell,1540.27,2020-09-19,1474.1,-66.16,9,2021-12-18
939,Jimy Hettes,1540.25,2013-10-26,1497.26,-42.99,6,2015-04-18
940,Bea Malecki,1540.25,2020-03-14,1504.66,-35.59,3,2021-08-21
941,Brad Katona,1540.23,2018-12-08,1467.79,-72.44,9,2025-05-10
942,Danny Barlow,1540.12,2024-08-10,1490.31,-49.81,4,2025-10-18
943,Ildemar Alcantara,1539.96,2013-06-08,1500.02,-39.94,7,2015-07-15
944,Charles Radtke,1539.96,2024-02-03,1535.44,-4.53,6,2025-11-01
945,Laureano Staropoli,1539.88,2019-05-11,1455.87,-84.02,6,2021-10-23
946,Paddy Holohan,1539.86,2015-07-18,1502.17,-37.69,5,2015-10-24
947,Clayton Carpenter,1539.8,2024-10-12,1497.04,-42.75,4,2025-10-11
948,Rodrigo Damm,1539.75,2014-02-15,1475.01,-64.74,7,2015-01-03
949,Darren Uyenoyama,1539.7,2012-10-05,1497.83,-41.87,4,2013-12-14
950,Joey Beltran,1539.6,2010-05-08,1443.11,-96.49,10,2013-10-09
951,Batgerel Danaa,1539.6,2021-10-16,1478.35,-61.25,7,2023-04-22
952,Rob Emerson,1539.51,2008-08-09,1487.48,-52.04,7,2010-03-31
953,Ibo Aslan,1539.5,2024-10-26,1467.75,-71.75,5,2025-12-06
954,Royston Wee,1539.4,2014-08-23,1501.66,-37.74,3,2015-05-16
955,Julian Marquez,1539.32,2021-04-10,1440.36,-98.95,8,2025-03-01
956,Justin Scoggins,1539.25,2016-02-06,1470.37,-68.88,9,2018-07-14
957,Adam Wieczorek,1539.22,2018-04-14,1503.59,-35.63,3,2018-11-03
958,Tainara Lisboa,1538.97,2023-10-14,1487.38,-51.59,4,2025-10-18
959,Piera Rodriguez,1538.93,2025-08-02,1538.93,0.0,6,2025-08-02
960,Darren Stewart,1538.87,2020-08-08,1478.26,-60.62,14,2021-08-28
961,Rogerio Bontorin,1538.87,2019-08-10,1476.64,-62.23,6,2022-01-15
962,Mizuki,1538.85,2025-10-25,1538.85,0.0,4,2025-10-25
963,JeongYeong Lee,1538.81,2024-02-03,1492.74,-46.07,4,2025-05-10
964,Armen Petrosyan,1538.8,2023-06-17,1475.73,-63.07,7,2025-03-08
965,Shane Nelson,1538.71,2009-03-07,1486.95,-51.76,4,2009-12-12
966,Jessica-Rose Clark,1538.7,2018-01-14,1451.54,-87.16,9,2023-05-13
967,Alden Coria,1538.69,2026-02-21,1538.69,0.0,2,2026-02-21
968,Dave Menne,1538.5,2001-09-28,1452.49,-86.01,6,2006-12-13
969,Alex Hunter,1538.46,1997-10-17,1500.09,-38.38,2,1997-10-17
970,Danny Silva,1538.42,2025-03-01,1514.9,-23.52,3,2025-08-02
971,ChangHo Lee,1538.38,2025-04-05,1514.4,-23.97,3,2025-11-01
972,Duane Ludwig,1538.36,2006-01-16,1456.1,-82.26,9,2012-09-29
973,Michael Trizano,1538.29,2018-11-10,1507.39,-30.9,7,2022-11-12
974,Viscardi Andrade,1538.27,2016-03-19,1505.16,-33.11,4,2016-03-19
975,Igor Pokrajac,1537.65,2012-05-15,1424.6,-113.05,13,2016-04-10
976,Parker Porter,1537.58,2022-02-19,1486.17,-51.41,8,2023-08-26
977,Zhang Lipeng,1537.54,2014-08-23,1493.28,-44.26,4,2015-05-16
978,Yazmin Jauregui,1537.32,2022-12-03,1504.19,-33.13,5,2024-09-14
979,Devin Clark,1537.29,2020-06-06,1477.8,-59.5,17,2024-02-10
980,Livinha Souza,1537.27,2019-02-02,1474.94,-62.33,6,2021-10-23
981,Juan Espino,1537.2,2020-09-26,1507.91,-29.29,3,2021-04-17
982,Danilo Marques,1537.05,2021-02-06,1488.47,-48.58,4,2022-02-05
983,Jack Jenkins,1536.97,2023-06-24,1524.58,-12.4,6,2025-09-27
984,Justine Kish,1536.93,2016-12-09,1475.11,-61.83,7,2021-04-17
985,Fabiano Iha,1536.87,2001-02-23,1484.78,-52.09,7,2001-09-28
986,Ben Askren,1536.84,2019-03-02,1502.82,-34.02,3,2019-10-26
987,Ismail Naurdiev,1536.73,2019-09-28,1531.45,-5.28,7,2025-11-22
988,Carlos Felipe,1536.48,2021-06-12,1507.61,-28.88,5,2021-10-16
989,Elijah Smith,1536.41,2025-08-09,1536.41,0.0,2,2025-08-09
990,Pingyuan Liu,1536.33,2018-11-24,1493.92,-42.4,4,2019-12-21
991,David Terrell,1536.22,2006-04-15,1500.53,-35.69,3,2006-04-15
992,Julia Avila,1536.2,2020-06-13,1481.8,-54.4,6,2025-02-15
993,Jamall Emmers,1536.15,2025-11-08,1536.15,0.0,9,2025-11-08
994,Morgan Charriere,1536.14,2025-07-12,1516.8,-19.34,6,2025-12-13
995,Yaroslav Amosov,1536.08,2025-12-13,1536.08,0.0,1,2025-12-13
996,Lyman Good,1535.84,2019-11-02,1506.4,-29.44,6,2020-06-20
997,Donte Johnson,1535.69,2026-03-07,1535.69,0.0,2,2026-03-07
998,Damir Hadzovic,1535.61,2019-02-23,1469.83,-65.78,10,2025-02-01
999,Jamie Varner,1535.54,2012-12-29,1450.91,-84.63,9,2014-12-13
1000,Ante Delija,1535.46,2025-09-06,1498.63,-36.83,3,2026-02-21
1001,Luana Pinheiro,1535.45,2023-04-08,1461.96,-73.49,7,2025-05-17
1002,Sumudaerji,1535.35,2021-01-20,1529.88,-5.47,10,2026-03-07
1003,Blagoy Ivanov,1535.33,2019-06-08,1493.86,-41.47,8,2023-07-01
1004,Ronaldo Rodriguez,1535.32,2024-09-14,1507.67,-27.65,3,2025-03-29
1005,Joe Soto,1534.79,2017-03-11,1490.77,-44.02,8,2018-02-03
1006,Shayilan Nuerdanbieke,1534.76,2022-11-05,1483.77,-50.99,6,2024-06-15
1007,Fabio Maldonado,1534.62,2014-10-25,1494.75,-39.87,11,2015-11-07
1008,Tarec Saffiedine,1534.46,2016-01-30,1495.05,-39.42,6,2017-06-17
1009,Frank Trigg,1533.95,2004-10-22,1464.06,-69.89,7,2010-02-06
1010,KJ Noons,1533.89,2014-04-16,1479.84,-54.06,6,2016-02-06
1011,Jamie Mullarkey,1533.62,2023-02-11,1487.34,-46.28,13,2026-01-31
1012,Matthew Lopez,1533.55,2017-06-03,1480.63,-52.92,6,2018-12-08
1013,Christos Giagos,1533.5,2021-05-15,1472.07,-61.43,14,2024-04-06
1014,Cyrille Diabate,1533.43,2012-11-17,1483.71,-49.72,8,2014-03-08
1015,Mirko Filipovic,1533.41,2010-06-12,1500.05,-33.36,11,2015-04-11
1016,Joe Riggs,1533.07,2006-08-17,1442.67,-90.4,12,2016-02-21
1017,Eddie Wineland,1532.85,2016-12-17,1458.88,-73.97,16,2022-06-18
1018,Justin Tafa,1532.77,2023-09-09,1486.93,-45.84,10,2025-02-08
1019,Raulian Paiva,1532.44,2021-07-24,1489.35,-43.09,7,2022-06-25
1020,Caol Uno,1532.38,2002-09-27,1468.95,-63.43,10,2010-03-31
