rank,name,peak_elo,peak_date,current_elo,elo_vs_peak,fights,last_fight
1999,Bojan Mihajlovic,1480.85,2016-07-23,1438.4,-42.44,3,2017-09-02
2000,Thomas Ramirez,1480.85,1996-02-16,1480.85,0.0,1,1996-02-16
2001,Tonya Evinger,1480.83,2017-07-29,1440.91,-39.92,3,2019-06-01
2002,Joey Gambino,1480.83,2012-06-22,1460.78,-20.05,2,2012-10-13
2003,Kaynan Kruschewsky,1480.8,2023-11-04,1457.49,-23.32,2,2024-07-20
2004,Rainy Martinez,1480.78,1997-02-07,1480.78,0.0,1,1997-02-07
2005,Rex Holman,1480.77,2007-03-03,1480.77,0.0,1,2007-03-03
2006,Alice Pereira,1480.76,2025-09-13,1480.76,0.0,1,2025-09-13
2007,Carlos Huachin,1480.73,2019-05-11,1463.62,-17.11,2,2019-09-21
2008,Vanessa Melo,1480.68,2019-09-21,1466.67,-14.01,4,2021-01-16
2009,Yasuhiro Urushitani,1480.68,2012-03-02,1458.2,-22.48,2,2012-11-10
2010,Terrence Mitchell,1480.67,2023-07-08,1459.04,-21.63,2,2023-09-16
2011,Darrell Montague,1480.67,2013-10-19,1440.53,-40.14,3,2015-07-12
2012,Steve Vigneault,1480.67,2006-03-04,1480.67,0.0,1,2006-03-04
2013,Yoji Anjo,1480.63,1997-12-21,1439.9,-40.73,3,2000-12-16
2014,Brandon Wolff,1480.61,2008-12-10,1460.07,-20.54,2,2009-05-23
2015,Dan Lauzon,1480.61,2006-10-14,1445.49,-35.12,3,2010-05-29
2016,Juancamilo Ronderos,1480.54,2021-05-22,1459.25,-21.29,2,2023-02-18
2017,Jackson McVey,1480.52,2025-07-19,1460.28,-20.25,2,2025-11-08
2018,Hayato Sakurai,1480.52,2002-03-22,1480.52,0.0,1,2002-03-22
2019,John Marsh,1480.47,2005-04-16,1480.47,0.0,1,2005-04-16
2020,Jessica Aguilar,1480.45,2018-07-14,1442.32,-38.13,5,2019-03-30
2021,Damian Grabowski,1480.44,2016-02-06,1437.49,-42.95,3,2017-07-22
2022,Darian Weeks,1480.42,2021-12-04,1445.42,-35.0,3,2022-09-10
2023,Alex Soto,1480.42,2011-11-19,1460.03,-20.39,2,2012-05-15
2024,Yanis Ghemmouri,1480.41,2023-09-02,1463.04,-17.37,2,2024-06-29
2025,Tre'ston Vines,1480.39,2025-10-04,1480.39,0.0,1,2025-10-04
2026,Kyle Prepolec,1480.39,2019-05-04,1428.17,-52.23,4,2025-10-18
2027,Jason Miller,1480.36,2005-04-16,1450.1,-30.26,3,2012-05-26
2028,Shayna Baszler,1480.33,2014-08-30,1460.7,-19.63,2,2015-03-21
2029,Cristina Stanciu,1480.3,2016-04-10,1455.14,-25.16,2,2016-07-13
2030,Homer Moore,1480.28,2001-11-02,1480.28,0.0,1,2001-11-02
2031,Tim Gorman,1480.27,2014-04-16,1461.78,-18.49,2,2014-11-08
2032,Zarrukh Adashev,1480.23,2021-07-31,1458.56,-21.67,4,2022-06-04
2033,Mitch Ramirez,1480.2,2024-03-16,1462.4,-17.79,2,2025-07-12
2034,Ramona Pascual,1480.2,2022-02-26,1438.63,-41.57,3,2022-11-05
2035,Liliya Shakirova,1480.19,2020-10-24,1480.19,0.0,1,2020-10-24
2036,Amilcar Alves,1480.12,2010-08-28,1460.01,-20.11,2,2011-01-22
2037,Ricardo Funch,1480.1,2009-12-12,1424.06,-56.04,4,2012-06-22
2038,Joao Zeferino,1480.07,2013-05-18,1459.75,-20.32,2,2013-09-04
2039,Nissen Osterneck,1480.06,2009-04-01,1480.06,0.0,1,2009-04-01
2040,Ray Rodriguez,1480.05,2020-09-05,1465.73,-14.32,2,2021-03-13
2041,Lukasz Sajewski,1480.02,2015-06-20,1442.48,-37.54,3,2016-10-08
2042,Jarno Errens,1480.01,2024-03-23,1460.47,-19.54,4,2024-08-10
2043,Chris Tickle,1480.0,2012-06-01,1480.0,0.0,1,2012-06-01
2044,Bobby Southworth,1480.0,2005-04-09,1480.0,0.0,1,2005-04-09
2045,Alex Andrade,1480.0,2000-06-09,1480.0,0.0,1,2000-06-09
2046,Dileno Lopes,1480.0,2015-08-01,1461.09,-18.91,2,2016-07-07
2047,Josh Clopton,1480.0,2011-12-03,1462.7,-17.3,2,2013-08-03
2048,Rodolfo Rubio Perez,1480.0,2014-11-08,1480.0,0.0,1,2014-11-08
2049,Igor Severino,1480.0,2024-03-23,1480.0,0.0,1,2024-03-23
2050,Pedro Falcao,1480.0,2024-04-06,1463.52,-16.48,2,2025-04-05
2051,Brendan Loughnane,1480.0,2012-12-14,1480.0,0.0,1,2012-12-14
2052,Rostem Akman,1480.0,2019-06-01,1464.43,-15.57,2,2019-10-05
2053,Allan Zuniga,1480.0,2018-07-06,1480.0,0.0,1,2018-07-06
2054,Allan Goes,1480.0,1998-05-15,1480.0,0.0,1,1998-05-15
2055,Marek Bujlo,1480.0,2025-11-22,1480.0,0.0,1,2025-11-22
2056,Antonio Arroyo,1480.0,2019-11-16,1438.68,-41.32,3,2021-09-18
2057,Luiz Dutra,1480.0,2014-01-04,1458.76,-21.24,2,2015-05-30
2058,Wes Sims,1480.0,2003-06-06,1442.53,-37.47,3,2004-04-02
2059,Sako Chivitchian,1480.0,2010-12-04,1480.0,0.0,1,2010-12-04
2060,Collin Hart,1480.0,2013-04-13,1480.0,0.0,1,2013-04-13
2061,Alen Amedovski,1480.0,2019-04-20,1415.33,-64.68,4,2022-09-17
2062,Carls John De Tomas,1480.0,2017-06-17,1458.76,-21.24,2,2017-12-09
2063,Andre Gusmao,1480.0,2008-08-09,1462.54,-17.46,2,2009-05-23
2064,Tyler Diamond,1480.0,2018-07-06,1480.0,0.0,1,2018-07-06
2065,Caio Machado,1480.0,2023-11-18,1440.05,-39.96,3,2024-11-02
2066,Chuck O'Neil,1480.0,2011-06-04,1480.0,0.0,1,2011-06-04
2067,Naoyuki Kotani,1480.0,2007-04-05,1408.59,-71.41,5,2015-09-26
2068,Richard Crunkilton,1480.0,2003-04-25,1480.0,0.0,1,2003-04-25
2069,Mark Scanlon,1480.0,2010-11-13,1480.0,0.0,1,2010-11-13
2070,Sangwook Kim,1480.0,2026-01-31,1480.0,0.0,1,2026-01-31
2071,Mike Rhodes,1480.0,2014-01-25,1442.58,-37.42,3,2014-12-20
2072,Rosi Sexton,1480.0,2013-06-15,1457.58,-22.42,2,2013-10-26
2073,Leonardo Morales,1480.0,2014-11-15,1457.0,-23.0,2,2015-06-06
2074,Donny Walker,1480.0,2011-07-02,1456.74,-23.26,2,2011-09-17
2075,Daniel Teymur,1480.0,2017-07-16,1443.93,-36.07,5,2019-12-14
2076,Andreas Stahl,1480.0,2014-07-26,1458.85,-21.15,2,2015-12-10
2077,Stephen Bass,1480.0,2011-12-03,1480.0,0.0,1,2011-12-03
2078,Allen Frye Jr.,1480.0,2025-12-13,1480.0,0.0,1,2025-12-13
2079,Dan Barrera,1480.0,2007-12-08,1480.0,0.0,1,2007-12-08
2080,Abner Lloveras,1480.0,2015-12-11,1480.0,0.0,1,2015-12-11
2081,Alexis Dufresne,1480.0,2014-07-06,1459.69,-20.31,2,2015-01-03
2082,Dean Barry,1480.0,2022-04-23,1480.0,0.0,1,2022-04-23
2083,Cory Hendricks,1480.0,2016-07-08,1480.0,0.0,1,2016-07-08
2084,Hailey Cowan,1480.0,2023-04-29,1461.15,-18.85,2,2025-04-12
2085,Danyelle Wolf,1479.98,2022-09-10,1479.98,0.0,1,2022-09-10
2086,JC Cottrell,1479.97,2016-07-23,1456.6,-23.37,2,2017-01-28
2087,Danny Martinez,1479.96,2014-02-01,1462.67,-17.28,4,2015-11-14
2088,Seth Petruzelli,1479.94,2006-10-10,1420.26,-59.68,4,2010-11-13
2089,Josh Shockman,1479.94,2006-11-18,1479.94,0.0,1,2006-11-18
2090,Justin Jones,1479.94,2014-12-06,1457.78,-22.16,2,2015-04-04
2091,Edwin DeWees,1479.89,2003-09-26,1440.87,-39.02,3,2006-11-11
2092,Adrian Serrano,1479.85,2000-06-09,1479.85,0.0,1,2000-06-09
2093,Jason Young,1479.85,2011-06-11,1458.06,-21.79,4,2012-09-29
2094,Dominic Waters,1479.82,2015-07-12,1449.31,-30.51,3,2016-05-08
2095,Thomas Gifford,1479.81,2019-04-27,1457.13,-22.68,2,2019-10-12
2096,Motonobu Tezuka,1479.78,2012-11-10,1457.72,-22.06,2,2013-02-16
2097,Elvis Mutapcic,1479.77,2016-01-17,1456.73,-23.04,3,2016-12-03
2098,Blood Diamond,1479.76,2022-02-12,1438.92,-40.84,3,2023-09-09
2099,Nick Agallar,1479.76,2003-11-21,1479.76,0.0,1,2003-11-21
2100,Ali AlQaisi,1479.74,2020-08-08,1459.6,-20.13,2,2020-10-10
2101,Josh Copeland,1479.69,2014-11-22,1461.87,-17.82,2,2015-03-14
2102,Paul Redmond,1479.69,2015-01-24,1458.66,-21.03,2,2015-07-18
2103,Tofiq Musayev,1479.66,2025-06-21,1479.66,0.0,1,2025-06-21
2104,Victoria Leonardo,1479.65,2022-07-23,1442.58,-37.06,5,2024-08-24
2105,Erick Gonzalez,1479.62,2021-10-16,1440.96,-38.66,3,2023-02-25
2106,Austin Springer,1479.61,2020-08-29,1479.61,0.0,1,2020-08-29
2107,Dan Evensen,1479.59,2008-08-09,1458.39,-21.2,2,2008-12-27
2108,Alexandre Ferreira,1479.59,2010-11-13,1479.59,0.0,1,2010-11-13
2109,Jesse Ronson,1479.58,2013-09-21,1409.94,-69.64,6,2022-10-01
2110,Mike Wessel,1479.54,2008-12-27,1479.54,0.0,1,2008-12-27
2111,Nicolle Caliari,1479.54,2025-01-11,1458.59,-20.96,2,2025-07-19
2112,Gianni Vazquez,1479.45,2026-02-07,1479.45,0.0,1,2026-02-07
2113,Dokonjonosuke Mishima,1479.43,2006-11-18,1460.49,-18.94,2,2007-04-05
2114,Tom DeBlass,1479.42,2012-04-14,1457.64,-21.78,2,2012-11-10
2115,Hugo Duarte,1479.42,1998-05-15,1479.42,0.0,1,1998-05-15
2116,Marvin Eastman,1479.41,2003-06-06,1442.7,-36.71,5,2008-06-21
2117,Gilbert Aldana,1479.41,2006-02-04,1458.22,-21.19,2,2006-07-08
2118,Brandon Melendez,1479.4,2007-06-23,1479.4,0.0,1,2007-06-23
2119,Domingo Pilarte,1479.4,2019-07-20,1461.94,-17.46,3,2021-08-21
2120,Joe Brammer,1479.39,2009-12-05,1456.72,-22.66,2,2010-05-29
2121,Askar Mozharov,1479.37,2022-06-04,1479.37,0.0,1,2022-06-04
2122,Igor Zinoviev,1479.36,1998-03-13,1479.36,0.0,1,1998-03-13
2123,Rolando Dy,1479.36,2017-11-25,1456.54,-22.82,4,2018-06-23
2124,Brian Houston,1479.3,2013-11-06,1460.76,-18.55,2,2014-01-15
2125,Jesse Strader,1479.26,2021-03-20,1458.09,-21.17,2,2022-02-19
2126,Julio Paulino,1479.25,2010-03-21,1461.04,-18.21,2,2010-09-25
2127,Azamat Gashimov,1479.23,2012-11-17,1457.84,-21.39,2,2013-05-18
2128,KB Bhullar,1479.23,2020-10-10,1457.04,-22.19,2,2021-05-01
2129,Kevin Jordan,1479.22,2005-06-04,1458.05,-21.17,2,2005-11-19
2130,Ruan Potts,1479.21,2014-05-10,1438.75,-40.46,3,2015-02-28
2131,Koji Kitao,1479.21,1996-05-17,1479.21,0.0,1,1996-05-17
2132,Ronys Torres,1479.19,2010-02-06,1459.03,-20.17,2,2010-03-31
2133,Neil Wain,1479.19,2008-10-18,1479.19,0.0,1,2008-10-18
2134,Harry Hardwick,1479.17,2025-09-06,1479.17,0.0,1,2025-09-06
2135,Mark Striegl,1479.15,2020-10-17,1462.25,-16.9,2,2022-02-19
2136,Ryan Jensen,1479.15,2007-08-25,1434.0,-45.16,8,2011-04-30
2137,Jay Hieron,1479.12,2004-06-19,1428.01,-51.11,4,2013-02-02
2138,Kailin Curran,1479.11,2015-12-10,1412.37,-66.74,7,2017-11-25
2139,Carlos Barreto,1479.11,1997-10-17,1479.11,0.0,1,1997-10-17
2140,John Dowdy,1479.02,1995-04-07,1479.02,0.0,1,1995-04-07
2141,Todd Butler,1479.02,1997-07-27,1479.02,0.0,1,1997-07-27
2142,Christophe Leninger,1479.02,1994-09-09,1463.19,-15.83,2,1997-05-30
2143,Brian Gassaway,1479.02,2005-08-20,1479.02,0.0,1,2005-08-20
2144,CM Punk,1479.02,2016-09-10,1479.02,0.0,2,2018-06-09
2145,Jason Novelli,1479.02,2016-08-06,1464.52,-14.51,2,2016-11-05
2146,Frank Caracci,1479.02,1999-01-08,1479.02,0.0,1,1999-01-08
2147,Melton Bowen,1479.02,1994-12-16,1479.02,0.0,1,1994-12-16
2148,Joe Son,1479.02,1994-12-16,1479.02,0.0,1,1994-12-16
2149,Guto Inocente,1479.02,2014-07-06,1457.7,-21.33,2,2014-11-07
2150,Tony Halme,1479.02,1997-05-30,1479.02,0.0,1,1997-05-30
2151,Valeri Ignatov,1479.02,1999-03-05,1458.79,-20.23,2,1999-09-24
2152,Lewis Gonzalez,1479.01,2015-06-27,1479.01,0.0,1,2015-06-27
2153,Alan Baudot,1479.01,2020-10-10,1438.14,-40.86,4,2022-06-25
2154,Rodrigo de Lima,1479.0,2014-06-28,1455.08,-23.92,2,2015-02-14
2155,Pearl Gonzalez,1479.0,2017-04-08,1458.77,-20.23,2,2017-10-07
2156,Dakota Bush,1478.98,2021-04-17,1457.83,-21.15,2,2022-01-15
2157,Antonio Trocoli,1478.97,2024-06-22,1440.8,-38.17,3,2025-12-06
2158,Toshiomi Kazama,1478.95,2024-08-10,1459.26,-19.69,4,2025-08-09
2159,Allen Crowder,1478.94,2017-12-02,1459.67,-19.27,3,2019-06-22
2160,Daniel Lacerda,1478.94,2021-10-23,1399.77,-79.17,6,2024-02-24
2161,John Halverson,1478.94,2007-02-03,1458.23,-20.71,2,2008-03-01
2162,Paul Rodriguez,1478.94,2001-06-29,1478.94,0.0,1,2001-06-29
2163,Bill Mahood,1478.94,2005-06-04,1478.94,0.0,1,2005-06-04
2164,Anthony Lapsley,1478.93,2013-11-16,1456.22,-22.71,2,2014-05-10
2165,Ivan Erslan,1478.89,2024-09-28,1442.73,-36.16,3,2025-09-27
2166,Anthony Christodoulou,1478.88,2015-01-24,1457.74,-21.14,2,2015-08-08
2167,Joseph Gigliotti,1478.88,2016-08-06,1457.74,-21.14,2,2016-12-09
2168,Eddie Ruiz,1478.87,2003-06-06,1478.87,0.0,1,2003-06-06
2169,Keiichiro Yamamiya,1478.85,1999-11-19,1478.85,0.0,1,1999-11-19
2170,Lucio Linhares,1478.85,2009-12-12,1465.7,-13.15,2,2010-03-31
2171,Nick Klein,1478.83,2025-02-22,1455.92,-22.91,2,2025-08-02
2172,Takenori Sato,1478.82,2014-02-15,1459.54,-19.28,2,2014-09-20
2173,Brian Camozzi,1478.82,2016-12-09,1441.27,-37.56,3,2018-02-18
2174,Cameron Else,1478.81,2020-10-03,1453.79,-25.02,2,2022-04-23
2175,Joey Gomez,1478.8,2016-01-17,1458.83,-19.98,2,2016-09-17
2176,Marcelo Aguiar,1478.78,2000-06-09,1478.78,0.0,1,2000-06-09
2177,Jason Black,1478.76,2007-06-12,1459.63,-19.13,2,2007-10-20
2178,Ryan Thomas,1478.76,2008-08-09,1458.14,-20.63,2,2008-11-15
2179,Chris Price,1478.76,2006-10-10,1454.0,-24.76,2,2007-01-25
2180,Rhys McKee,1478.75,2020-07-25,1438.84,-39.91,6,2025-09-06
2181,Tim Williams,1478.75,2018-02-18,1460.03,-18.72,2,2018-08-25
2182,Martin Sano,1478.75,2021-09-25,1478.75,0.0,1,2021-09-25
2183,Harry Hunsucker,1478.73,2021-03-20,1436.64,-42.09,3,2022-08-20
2184,Hector Aldana,1478.71,2018-06-23,1440.81,-37.9,3,2019-10-12
2185,Stewart Nicoll,1478.7,2024-08-17,1456.69,-22.01,2,2025-10-11
2186,Joe Merritt,1478.7,2015-06-27,1478.7,0.0,1,2015-06-27
2187,Gabe Ruediger,1478.69,2006-09-23,1439.28,-39.41,3,2011-02-05
2188,Diyar Nurgozhay,1478.67,2026-03-07,1478.67,0.0,3,2026-03-07
2189,Val Woodburn,1478.66,2023-07-08,1458.46,-20.2,2,2024-02-17
2190,Jose Maria,1478.66,2013-08-03,1457.54,-21.12,2,2013-11-09
2191,Yoshinori Horie,1478.64,2019-07-27,1478.64,0.0,1,2019-07-27
2192,Ednaldo Oliveira,1478.63,2012-01-14,1460.26,-18.36,2,2013-08-03
2193,Ashkan Mokhtarian,1478.63,2017-06-10,1456.61,-22.02,2,2017-11-18
2194,Barb Honchak,1478.62,2017-12-01,1454.12,-24.51,2,2018-07-06
2195,TJ O'Brien,1478.61,2010-11-20,1461.99,-16.62,2,2011-08-14
2196,Rafael Cerqueira,1478.59,2024-10-26,1420.99,-57.6,4,2025-11-22
2197,Larissa Pacheco,1478.59,2014-09-13,1457.14,-21.45,2,2015-03-14
2198,Jorge Lopez,1478.54,2011-09-17,1463.65,-14.9,2,2012-05-15
2199,Anna Elmose,1478.5,2016-05-08,1458.39,-20.12,2,2016-11-19
2200,Jordan Vucenic,1478.46,2024-08-03,1460.85,-17.61,2,2025-03-22
2201,Tim Lajcik,1478.4,1999-07-16,1458.22,-20.18,3,2000-09-22
2202,Victor Martinez,1478.39,2023-02-25,1455.13,-23.26,2,2024-05-18
2203,Phil Johns,1478.34,2001-02-23,1478.34,0.0,1,2001-02-23
2204,Zelim Imadaev,1478.34,2019-04-13,1436.83,-41.52,3,2020-09-05
2205,Michihiro Omigawa,1478.31,2007-09-22,1415.28,-63.03,7,2012-08-04
2206,Sheldon Westcott,1478.31,2016-01-02,1478.31,0.0,3,2016-01-02
2207,Jay Silva,1478.3,2009-09-16,1459.61,-18.69,2,2010-01-11
2208,Chan-Mi Jeon,1478.3,2017-06-10,1460.88,-17.42,2,2017-09-22
2209,Rodney Wallace,1478.25,2009-12-05,1443.37,-34.87,3,2010-08-07
2210,Leonardo Guimaraes,1478.24,2016-02-21,1457.15,-21.09,2,2016-09-17
2211,Matt Lucas,1478.23,2011-11-12,1478.23,0.0,1,2011-11-12
2212,Brendon Marotte,1478.22,2023-10-14,1457.67,-20.55,2,2024-09-07
2213,Iliarde Santos,1478.16,2013-05-18,1436.43,-41.72,3,2013-10-09
2214,Vinicius Salvador,1478.16,2023-03-25,1444.72,-33.44,3,2024-05-18
2215,Todd Brown,1478.15,2010-08-07,1453.8,-24.35,2,2011-03-03
2216,Rob Wilkinson,1478.1,2017-09-02,1457.03,-21.07,2,2018-02-10
2217,Jason Godsey,1478.07,1999-03-05,1458.07,-20.0,2,1999-09-24
2218,Chris Heatherly,1478.03,2014-08-23,1456.96,-21.07,2,2014-11-15
2219,Jay Perrin,1478.03,2022-02-19,1438.9,-39.12,3,2022-12-10
2220,Fabio Gurgel,1478.01,1996-09-20,1478.01,0.0,1,1996-09-20
2221,James Mulheron,1478.0,2017-07-16,1478.0,0.0,1,2017-07-16
2222,Horacio Gutierrez,1478.0,2015-11-21,1459.08,-18.92,2,2016-08-06
2223,Ryan McGillivray,1478.0,2011-06-04,1478.0,0.0,1,2011-06-04
2224,Marnic Mann,1478.0,2023-09-16,1456.08,-21.92,2,2024-04-27
2225,Steve Byrnes,1478.0,2006-12-13,1478.0,0.0,1,2006-12-13
2226,Noe Hernandez,1478.0,1998-05-15,1478.0,0.0,1,1998-05-15
2227,Chris Spang,1478.0,2013-04-06,1478.0,0.0,1,2013-04-06
2228,Norifumi Yamamoto,1478.0,2011-02-05,1438.57,-39.43,4,2015-02-28
2229,Jianping Yang,1478.0,2014-08-23,1478.0,0.0,1,2014-08-23
2230,Jay Cucciniello,1478.0,2018-07-06,1478.0,0.0,1,2018-07-06
2231,Jumabieke Tuerxun,1478.0,2014-03-01,1436.6,-41.4,3,2014-11-07
2232,Angela Magana,1478.0,2014-12-12,1435.47,-42.53,3,2017-12-02
2233,Carlos Candelario,1478.0,2022-05-14,1454.87,-23.13,2,2022-11-05
2234,Baergeng Jieleyisi,1478.0,2024-11-23,1478.0,0.0,1,2024-11-23
2235,Jordan Williams,1478.0,2020-10-03,1439.68,-38.32,3,2021-11-06
2236,Steve Berger,1478.0,2001-05-04,1458.85,-19.15,3,2002-06-22
2237,James Hammortree,1478.0,2010-06-19,1478.0,0.0,1,2010-06-19
2238,Curtis Stout,1478.0,2001-02-23,1456.94,-21.06,2,2004-06-19
2239,James Zikic,1478.0,2002-07-13,1478.0,0.0,1,2002-07-13
2240,Chris Indich,1478.0,2014-04-16,1455.0,-23.0,2,2014-06-28
2241,Josh Grispi,1478.0,2011-01-01,1416.19,-61.81,4,2013-02-16
2242,Nolan Ticman,1478.0,2014-08-16,1459.34,-18.66,2,2015-05-16
2243,Wallid Ismail,1478.0,1997-02-07,1478.0,0.0,1,1997-02-07
2244,Antonio Banuelos,1478.0,2011-02-05,1478.0,0.0,1,2011-02-05
2245,Alex Stiebling,1478.0,2000-11-17,1478.0,0.0,1,2000-11-17
2246,Carlton Minus,1478.0,2020-08-22,1457.6,-20.4,2,2020-12-19
2247,Colin Fletcher,1478.0,2012-12-14,1458.0,-20.0,2,2013-03-16
2248,Dante Rivera,1478.0,2008-06-21,1478.0,0.0,1,2008-06-21
2249,Tyler Toner,1478.0,2010-12-04,1478.0,0.0,1,2010-12-04
2250,Nick Fiore,1478.0,2023-01-14,1457.28,-20.72,2,2023-05-20
2251,Rocky Lee,1478.0,2015-04-11,1478.0,0.0,1,2015-04-11
2252,Yuri Villefort,1478.0,2013-02-23,1458.94,-19.06,2,2013-09-04
2253,Brad Gumm,1478.0,2000-03-10,1478.0,0.0,2,2000-09-22
2254,Gadzhi Omargadzhiev,1478.0,2022-04-16,1459.44,-18.56,2,2022-10-22
2255,Romie Aram,1478.0,2003-04-25,1478.0,0.0,1,2003-04-25
2256,Terrion Ware,1478.0,2017-07-08,1422.44,-55.56,4,2018-09-15
2257,Alex Ricci,1478.0,2016-08-27,1459.88,-18.12,2,2017-02-19
2258,Dave Galera,1478.0,2014-01-04,1478.0,0.0,1,2014-01-04
2259,Bernardo Magalhaes,1478.0,2012-02-15,1459.27,-18.73,2,2012-06-08
2260,Emily Kagan,1478.0,2014-12-12,1452.89,-25.11,2,2015-12-10
2261,Nick Serra,1478.0,2002-06-22,1478.0,0.0,1,2002-06-22
2262,Jon Manley,1478.0,2013-02-23,1478.0,0.0,1,2013-02-23
2263,Phillipe Nover,1478.0,2008-12-13,1420.17,-57.83,7,2017-02-11
2264,Kwan Ho Kwak,1478.0,2016-11-19,1453.41,-24.59,2,2017-06-17
2265,Tina Lahdemaki,1478.0,2014-07-16,1478.0,0.0,1,2014-07-16
2266,Alex Gorgees,1478.0,2018-12-01,1478.0,0.0,1,2018-12-01
2267,Roger Gracie,1478.0,2013-07-06,1478.0,0.0,1,2013-07-06
2268,Peggy Morgan,1478.0,2013-11-30,1478.0,0.0,1,2013-11-30
2269,Keith Wisniewski,1478.0,2005-11-19,1422.45,-55.55,4,2013-09-04
2270,Daniel Spohn,1478.0,2014-07-06,1478.0,0.0,1,2014-07-06
2271,Cole Escovedo,1478.0,2011-05-28,1434.65,-43.35,3,2011-11-12
2272,Bobby Nash,1477.99,2017-01-28,1439.05,-38.94,3,2017-11-25
2273,Ericka Almeida,1477.97,2015-05-30,1457.81,-20.16,2,2015-10-24
2274,Pat Audinwood,1477.96,2010-09-25,1457.81,-20.14,2,2010-12-11
2275,Eric Wisely,1477.95,2012-01-28,1453.88,-24.06,2,2012-04-14
2276,Michal Figlak,1477.94,2022-09-03,1456.91,-21.03,2,2024-04-27
2277,Willamy Freire,1477.93,2011-01-22,1477.93,0.0,1,2011-01-22
2278,Saimon Oliveira,1477.93,2022-01-22,1416.6,-61.33,4,2025-10-11
2279,Nick Roehrick,1477.91,2017-07-07,1477.91,0.0,1,2017-07-07
2280,Juan Manuel Puig,1477.83,2014-07-06,1456.78,-21.05,2,2014-11-22
2281,Cameron VanCamp,1477.81,2022-05-07,1455.12,-22.68,2,2022-09-17
2282,Carlos Mota,1477.79,2022-10-29,1477.79,0.0,1,2022-10-29
2283,Jose Medina,1477.79,2024-08-24,1414.87,-62.92,4,2026-02-28
2284,Satoshi Honma,1477.78,2000-04-14,1477.78,0.0,1,2000-04-14
2285,Travis Wiuff,1477.68,2002-11-22,1457.05,-20.63,2,2005-04-16
2286,Mohammad Yahya,1477.65,2023-10-21,1433.78,-43.87,3,2025-07-26
2287,Silvana Gomez Juarez,1477.64,2022-06-11,1456.22,-21.42,4,2022-11-12
2288,Cortavious Romious,1477.62,2024-11-09,1458.24,-19.38,2,2025-04-05
2289,Asbel Cancio,1477.57,1995-04-07,1477.57,0.0,1,1995-04-07
2290,Joe Jordan,1477.37,2006-07-08,1477.37,0.0,1,2006-07-08
2291,Ramiro Hernandez,1477.36,2013-09-04,1458.78,-18.59,2,2014-01-25
2292,Kit Cope,1477.35,2005-11-05,1477.35,0.0,1,2005-11-05
2293,Alberta Cerra Leon,1477.34,1994-03-11,1477.34,0.0,1,1994-03-11
2294,Gerry Harris,1477.31,1995-09-08,1477.31,0.0,1,1995-09-08
2295,Estevan Payan,1477.3,2013-05-25,1438.41,-38.89,3,2014-04-19
2296,Ryan Roberts,1477.22,2008-04-02,1477.22,0.0,1,2008-04-02
2297,Chase Gormley,1477.22,2009-10-24,1454.2,-23.02,2,2010-03-21
2298,Luke Fernandez,1477.21,2026-03-07,1477.21,0.0,1,2026-03-07
2299,Trent Jenkins,1477.21,1995-12-16,1477.21,0.0,1,1995-12-16
2300,Mike Stumpf,1477.2,2011-09-17,1457.26,-19.94,2,2013-01-26
2301,Kelly Dullanty,1477.19,2002-03-22,1477.19,0.0,1,2002-03-22
2302,Kevin Christian,1477.19,2025-11-01,1477.19,0.0,1,2025-11-01
2303,Derrick Noble,1477.18,2006-04-15,1477.18,0.0,1,2006-04-15
2304,Paul Herrera,1477.18,1996-02-16,1477.18,0.0,1,1996-02-16
2305,Brian Cobb,1477.17,2009-02-21,1477.17,0.0,1,2009-02-21
2306,Sam Fulton,1477.14,1996-09-20,1456.16,-20.99,2,1997-07-27
2307,Floyd Sword,1477.14,2007-06-23,1477.14,0.0,1,2007-06-23
2308,Stevie Lynch,1477.13,2007-06-16,1477.13,0.0,1,2007-06-16
2309,Jesse Sanders,1477.12,2009-04-01,1477.12,0.0,1,2009-04-01
2310,Michael Patt,1477.12,2008-09-06,1459.1,-18.02,2,2009-03-07
2311,Luis Pajuelo,1477.11,2024-03-23,1477.11,0.0,1,2024-03-23
2312,Jordan Radev,1477.11,2007-06-12,1458.89,-18.22,2,2007-12-29
2313,Fabio Cherant,1477.1,2021-03-27,1436.13,-40.97,3,2022-02-12
2314,Rodrigo Ruas,1477.07,2002-06-22,1477.07,0.0,1,2002-06-22
2315,Jeff Cox,1477.07,2007-06-12,1456.27,-20.8,2,2008-04-02
2316,John Matua,1477.04,1995-07-14,1477.04,0.0,1,1995-07-14
2317,Will Chope,1477.04,2014-01-04,1477.04,0.0,1,2014-01-04
2318,Isabela de Padua,1477.03,2019-11-16,1477.03,0.0,1,2019-11-16
2319,Chris de la Rocha,1477.02,2018-06-09,1456.05,-20.98,4,2018-12-15
2320,Grigory Popov,1477.01,2019-06-08,1456.69,-20.32,2,2019-11-09
2321,Collin Anglin,1477.0,2021-07-31,1456.71,-20.29,2,2021-11-13
2322,Kristof Midoux,1477.0,2006-08-17,1477.0,0.0,1,2006-08-17
2323,David Baron,1477.0,2008-10-18,1477.0,0.0,1,2008-10-18
2324,Ariel Beck,1477.0,2017-12-01,1477.0,0.0,1,2017-12-01
2325,Cain Carrizosa,1477.0,2014-08-30,1453.64,-23.36,2,2015-03-21
2326,Yoislandy Izquierdo,1477.0,2012-04-14,1452.63,-24.37,2,2012-07-07
